Alternative,g1,g2,g3,g4,g5,g6,Class
a1053,0,0.333333,0.333333,1,0,0.5,Cl1
a1054,1,0,0.666667,0,0,0.5,Cl1
a1055,0.666667,1,0.666667,0.5,0,1,Cl2
a1056,0,1,1,0,0,0.5,Cl1
a1057,1,1,0,1,1,1,Cl3
a1058,0,0.666667,0.333333,0,1,1,Cl1
a1059,0,0.333333,0.666667,0.5,1,1,Cl1
a1060,1,0.666667,1,0,1,0,Cl1
a1061,0.666667,0.333333,0,0,0.5,0,Cl1
a1062,0,0,0.666667,1,0.5,0,Cl1
a1063,1,0,0,0.5,0,1,Cl2
a1064,0.666667,0.333333,0.666667,0.5,1,1,Cl2
a1065,0,1,0,1,1,0.5,Cl2
a1066,1,1,0,0.5,0,0.5,Cl2
a1067,0.666667,0.666667,0.333333,0.5,0.5,0.5,Cl1
a1068,1,0,0.666667,0,0.5,0,Cl1
a1069,0.666667,0,0.333333,0,1,0,Cl1
a1070,1,0.333333,0,0,0,0.5,Cl1
a1071,0.666667,0.666667,1,0,0,0.5,Cl1
a1072,1,0,0.666667,0,0,0.5,Cl1
a1073,0,0,0,1,1,0.5,Cl1
a1074,0.666667,0.333333,0,1,0,0,Cl1
a1075,0.666667,0.333333,1,0,0.5,0,Cl1
a1076,0.333333,0,1,0.5,1,0.5,Cl1
a1077,1,1,1,0,0,0.5,Cl1
a1078,0.333333,0.666667,1,0.5,0,0.5,Cl1
a1079,0.333333,1,0,1,0.5,1,Cl3
a1080,1,0.333333,1,0.5,0.5,0.5,Cl1
a1081,0,0.333333,0.333333,0.5,0,1,Cl1
a1082,0,0.333333,0.333333,1,0,0.5,Cl1
a1083,1,1,0.666667,0.5,1,0.5,Cl2
a1084,0.333333,1,0,0,0.5,0,Cl1
a1085,0,0.333333,0,0,0.5,1,Cl1
a1086,0.333333,0,0,0,0.5,0.5,Cl1
a1087,1,1,0,0.5,1,0.5,Cl2
a1088,0,1,0.666667,0.5,1,0,Cl1
a1089,0,1,0,1,1,0.5,Cl2
a1090,0.333333,0,0.666667,0.5,0.5,1,Cl1
a1091,0.666667,0.333333,0,0,0,1,Cl1
a1092,0.333333,0.333333,0.333333,1,1,0,Cl1
a1093,0,1,1,0,1,0,Cl1
a1094,0,0.666667,0.333333,1,0.5,0.5,Cl1
a1095,0,0.333333,1,0,0.5,0,Cl1
a1096,0.333333,0.333333,1,1,0,0.5,Cl1
a1097,1,1,1,0.5,0,0.5,Cl2
a1098,1,0.333333,0.666667,0.5,1,0,Cl1
a1099,0.333333,0,1,0.5,0.5,0,Cl1
a1100,1,0,0.333333,1,1,0,Cl1
a1101,0.333333,0.666667,0,0.5,0,1,Cl1
a1102,1,1,0.666667,0,1,0,Cl1
a1103,0.333333,0.666667,0.333333,0.5,1,0.5,Cl1
a1104,1,0,0.333333,1,1,0.5,Cl2
a1105,0.666667,1,0.333333,0.5,0,0.5,Cl1
a1106,0,0.333333,0.666667,0,0,1,Cl1
a1107,0.333333,0.333333,0.333333,0.5,0.5,1,Cl1
a1108,0.666667,1,0.333333,0,0,1,Cl1
a1109,0.666667,0.333333,0.666667,0.5,0,1,Cl2
a1110,1,0,1,0,0,0,Cl1
a1111,0.666667,0,0.666667,0,0.5,1,Cl1
a1112,1,0.333333,0,0.5,0.5,0,Cl1
a1113,0.666667,1,0.333333,1,0.5,0.5,Cl2
a1114,0.333333,1,0,0,0,0.5,Cl1
a1115,1,0.333333,0,0.5,0,1,Cl2
a1116,0.666667,0,0.333333,0.5,0.5,0,Cl1
a1117,0.666667,0,0.333333,0,0.5,0.5,Cl1
a1118,0.333333,0,1,0,0,0.5,Cl1
a1119,0.333333,1,0.666667,1,1,1,Cl3
a1120,0,0.333333,1,0.5,0.5,1,Cl1
a1121,0.333333,0.333333,0,0,0,0,Cl1
a1122,0.333333,0,0,0,1,0,Cl1
a1123,0,0.666667,0.333333,0,1,0,Cl1
a1124,0,0,0.333333,1,0,1,Cl1
a1125,0.333333,0.666667,1,0,0.5,1,Cl1
a1126,1,0,0.333333,0.5,0.5,1,Cl2
a1127,0,0.333333,1,0.5,0,0.5,Cl1
a1128,0.666667,0.333333,0.666667,0.5,0.5,0.5,Cl1
a1129,0,1,1,0,0.5,1,Cl1
a1130,0,0,0,1,0,0,Cl1
a1131,0.333333,0,0,0.5,0,1,Cl1
a1132,0,0.333333,0.333333,1,0.5,0,Cl1
a1133,0.333333,1,0.333333,0,0.5,0,Cl1
a1134,0,0,1,0,0,0.5,Cl1
a1135,0,1,0.333333,1,1,0,Cl1
a1136,0.666667,0,0.666667,0,0,1,Cl1
a1137,1,0.666667,0.333333,0,0,0.5,Cl1
a1138,0.333333,0.333333,0,1,1,1,Cl2
a1139,1,0.666667,0.666667,0,1,0,Cl1
a1140,0.333333,1,0,0,0.5,0,Cl1
a1141,0.666667,0.666667,0.666667,1,0.5,0,Cl1
a1142,0.333333,0.333333,0,1,0.5,0,Cl1
a1143,0.333333,0.666667,0.666667,0.5,0,0.5,Cl1
a1144,0.333333,0,0.666667,1,0,0,Cl1
a1145,1,0,0.666667,1,1,0,Cl1
a1146,1,0.666667,0.666667,0,0,0,Cl1
a1147,1,0.666667,0,1,1,1,Cl3
a1148,0,0,0.333333,0,0.5,0.5,Cl1
a1149,1,0.666667,0.333333,0,1,0.5,Cl1
a1150,0,0.666667,0,1,1,1,Cl2
a1151,0,0.666667,0.333333,0,1,0,Cl1
a1152,0.666667,0.666667,0.333333,1,0,0.5,Cl2
a1153,0,0.333333,1,0,1,0.5,Cl1
a1154,0.333333,0.666667,1,1,0.5,0.5,Cl2
a1155,0.333333,0.333333,0,0.5,0.5,0.5,Cl1
a1156,1,1,0.666667,1,0.5,0.5,Cl3
a1157,1,0.333333,0,0.5,0.5,1,Cl2
a1158,1,1,1,1,1,0.5,Cl3
a1159,1,1,0.333333,0.5,0,0,Cl1
a1160,0.666667,0,0,0.5,0,0,Cl1
a1161,0.333333,1,1,0.5,0,0.5,Cl1
a1162,0,0,0.666667,0.5,0,1,Cl1
a1163,0,0.666667,0.666667,1,0,0.5,Cl1
a1164,0,0,0.333333,0.5,0,0,Cl1
a1165,0.333333,0,0.333333,1,0.5,0.5,Cl1
a1166,0.333333,0,0.666667,1,1,0,Cl1
a1167,0.666667,0.333333,0.333333,1,0,0,Cl1
a1168,1,1,1,0.5,1,1,Cl3
a1169,1,0,0.666667,0,1,0,Cl1
a1170,1,0.333333,1,0,0.5,0.5,Cl1
a1171,0.333333,0.333333,1,0.5,0,0,Cl1
a1172,0.333333,0.666667,0.666667,0.5,0.5,0,Cl1
a1173,1,0.666667,0.333333,1,0.5,0,Cl1
a1174,1,0,1,0,0,0,Cl1
a1175,0,1,0.333333,0.5,1,0.5,Cl1
a1176,1,0,0,0,1,0.5,Cl1
a1177,1,0.666667,0.666667,0,0,1,Cl1
a1178,1,1,0,0.5,0,0,Cl1
a1179,0.666667,1,1,0.5,0.5,0,Cl1
a1180,0.333333,1,0.333333,0.5,0,1,Cl2
a1181,1,0.333333,0,1,0,0,Cl1
a1182,0.333333,0.333333,0,0,0,0.5,Cl1
a1183,0.333333,0.666667,0.666667,0,0,0.5,Cl1
a1184,0.666667,0.333333,0.333333,1,1,0,Cl1
a1185,0.333333,0,0,0.5,1,1,Cl1
a1186,0,1,0.666667,0,0,0.5,Cl1
a1187,0.333333,0.666667,1,1,1,0.5,Cl2
a1188,1,0.333333,0.333333,0.5,1,0.5,Cl2
a1189,0.333333,0.666667,0.333333,0.5,1,0,Cl1
a1190,0,1,0.666667,1,0.5,0,Cl1
a1191,0.333333,0.666667,0.666667,0,1,1,Cl1
a1192,1,0.333333,1,1,0,0,Cl1
a1193,1,0,0.666667,0,1,1,Cl1
a1194,0,0.333333,1,1,1,0,Cl1
a1195,0,0.333333,0,0,0.5,0.5,Cl1
a1196,0,1,0.333333,1,0.5,0.5,Cl2
a1197,0.333333,1,0.666667,0,0.5,0,Cl1
a1198,1,0.666667,0.666667,1,0,0.5,Cl2
a1199,0.666667,0.333333,0.666667,1,1,0.5,Cl2
a1200,1,0.666667,0.666667,1,0.5,0,Cl2
a1201,1,1,0.666667,0.5,0.5,1,Cl3
a1202,0.333333,0,1,1,0,0,Cl1
a1203,0.666667,0,0,0.5,0.5,0,Cl1
a1204,0.333333,0.333333,0.666667,1,1,0,Cl1
a1205,0.666667,0.666667,0.666667,0.5,0.5,0.5,Cl1
a1206,0.333333,0.666667,0.333333,0.5,0,0.5,Cl1
a1207,1,1,0,1,0,0.5,Cl2
a1208,0,1,0,0.5,0.5,0.5,Cl1
a1209,0,0,0,0.5,0.5,1,Cl1
a1210,1,1,1,1,0.5,0,Cl2
a1211,0,1,0.666667,0.5,1,1,Cl2
a1212,0.333333,0.666667,0.333333,0,1,0,Cl1
a1213,0,0.333333,0.666667,1,1,0,Cl1
a1214,0,0.333333,1,1,0,0,Cl1
a1215,1,0.333333,0,0,0,0.5,Cl1
a1216,0,0.666667,0,1,1,1,Cl2
a1217,0.333333,1,0,0.5,1,0,Cl1
a1218,1,0,0.666667,0,1,0,Cl1
a1219,0.666667,0.333333,1,0,0,0.5,Cl1
a1220,0,0,1,1,1,0.5,Cl1
a1221,0,0.666667,0,0,0,0.5,Cl1
a1222,0,0,0.666667,0.5,1,0,Cl1
a1223,0,0.333333,0.666667,0.5,1,1,Cl1
a1224,0.333333,0.333333,0.666667,0,1,1,Cl1
a1225,1,0.333333,0.666667,0,0.5,1,Cl1
a1226,0.333333,0.666667,0.666667,0,0.5,0,Cl1
a1227,0.333333,0.333333,1,0.5,0,1,Cl1
a1228,0.333333,0.333333,1,1,0,0.5,Cl1
a1229,0.333333,0.333333,1,0.5,0.5,0,Cl1
a1230,1,0.666667,0,0.5,0,1,Cl2
a1231,0,0.666667,0.666667,1,0,0,Cl1
a1232,0.333333,0.333333,1,0,0.5,0.5,Cl1
a1233,0.333333,0,1,0.5,0,0.5,Cl1
a1234,0,0.333333,0,0.5,0,1,Cl1
a1235,0,0.666667,0.333333,1,0,1,Cl2
a1236,0.333333,1,1,1,1,1,Cl3
a1237,1,0.333333,0,0,0.5,0.5,Cl1
a1238,0,0.333333,0,0,1,1,Cl1
a1239,0,0,0,0,0,0,Cl1
a1240,0.333333,0.333333,0.333333,0,1,1,Cl1
a1241,0.333333,0,1,0,0.5,1,Cl1
a1242,0,1,0,0.5,1,0.5,Cl1
a1243,0.333333,1,0,0,0,0.5,Cl1
a1244,0,0.666667,0.666667,0.5,0,1,Cl1
a1245,0,0.666667,0,1,0,1,Cl2
a1246,0,1,1,1,1,0.5,Cl2
a1247,0.666667,1,0,0.5,0,1,Cl2
a1248,0,0.666667,0.666667,0,1,0,Cl1
a1249,1,0.666667,0.333333,0,0.5,0,Cl1
a1250,0.333333,0.333333,1,0.5,0.5,0.5,Cl1
a1251,0.666667,0.333333,0.333333,0,0.5,0.5,Cl1
a1252,1,0,0.666667,1,0.5,1,Cl3
a1253,0,0.333333,1,0,1,0.5,Cl1
a1254,0.333333,0.333333,0,1,0.5,1,Cl2
a1255,1,0.333333,0,0.5,0,0,Cl1
a1256,0.666667,1,0.666667,0.5,1,1,Cl3
a1257,0.666667,1,0,0,0.5,0,Cl1
a1258,0.666667,0,0,1,1,1,Cl2
a1259,0.333333,0,0,0.5,0.5,0,Cl1
a1260,0,0,1,0.5,0,0.5,Cl1
a1261,1,1,0.333333,1,1,1,Cl3
a1262,0,1,0,0,0,1,Cl1
a1263,0.333333,0,0.666667,0.5,1,1,Cl2
a1264,0,0,0,1,0.5,1,Cl2
a1265,1,0,1,0.5,1,0,Cl1
a1266,0.333333,0.333333,0,0.5,1,0.5,Cl1
a1267,0.666667,0,1,0,0.5,0.5,Cl1
a1268,0,1,0.333333,0,1,0,Cl1
a1269,0,0.333333,0.666667,0,0,0.5,Cl1
a1270,0.333333,0.333333,1,0.5,1,1,Cl2
a1271,0.333333,0.333333,0,1,0.5,0,Cl1
a1272,1,0.666667,0.666667,1,1,0.5,Cl3
a1273,0.666667,0.666667,0.333333,0.5,0,1,Cl2
a1274,1,0,1,0,0,0,Cl1
a1275,0,1,1,0.5,0.5,0,Cl1
a1276,0.666667,0,0.333333,0.5,0.5,0,Cl1
a1277,0.333333,0.666667,1,0,1,0.5,Cl1
a1278,0,0.666667,0.333333,0.5,0,0.5,Cl1
a1279,0.333333,0.666667,1,0.5,0,0,Cl1
a1280,1,1,1,1,0.5,0,Cl2
a1281,0.333333,1,0.666667,0,0,0,Cl1
a1282,0,1,0,0.5,0,0,Cl1
a1283,0.333333,0.666667,0.333333,1,0,1,Cl2
a1284,1,0.666667,0.333333,0,1,0,Cl1
a1285,0.333333,0,0.333333,0,0.5,1,Cl1
a1286,0.666667,0.666667,1,1,1,1,Cl3
a1287,1,0,0.333333,0,1,0,Cl1
a1288,0.333333,1,1,0.5,0,0,Cl1
a1289,0,1,0,1,1,0,Cl1
a1290,0,0.333333,0.666667,0.5,0,0.5,Cl1
a1291,0.333333,0.333333,1,0,0,1,Cl1
a1292,0.333333,0,0.333333,0,0.5,0,Cl1
a1293,0,0,1,0.5,0,0,Cl1
a1294,0.666667,0,0.333333,0,0.5,0.5,Cl1
a1295,1,0.333333,1,0.5,0.5,0,Cl1
a1296,0.666667,0,0,0,0.5,0,Cl1
a1297,0.666667,0.666667,0.333333,0.5,1,0.5,Cl1
a1298,0,1,0,0,1,0,Cl1
a1299,0.666667,0,1,0,0.5,1,Cl1
a1300,0,1,0,1,0.5,0,Cl1
a1301,1,0,0.333333,0.5,0.5,0,Cl1
a1302,0.666667,0,1,0.5,0,0,Cl1
a1303,0,0.666667,0.333333,0,0,0.5,Cl1
a1304,0.333333,1,1,0.5,0.5,0,Cl1
a1305,0.333333,1,0,1,0.5,1,Cl3
a1306,0,1,0.666667,0,0.5,0.5,Cl1
a1307,1,0.666667,0,1,0,0,Cl1
a1308,0.666667,0.333333,0.333333,0,1,0,Cl1
a1309,0.333333,1,0,0.5,0,0.5,Cl1
a1310,0.333333,1,0,0.5,0.5,0.5,Cl1
a1311,0.666667,0.666667,0,1,0,1,Cl2
a1312,0.666667,1,0.666667,1,0.5,0,Cl2
a1313,0.666667,1,0,0,0,0,Cl1
a1314,0,0.666667,0.333333,0,0,1,Cl1
a1315,0,1,0.333333,1,0.5,1,Cl2
a1316,0.666667,1,1,0.5,0.5,1,Cl3
a1317,0.333333,0.666667,0.666667,1,0,0.5,Cl2
a1318,1,0.333333,0.333333,0,0,0.5,Cl1
a1319,0.666667,0.333333,0.333333,0,1,0.5,Cl1
a1320,0.666667,0.333333,0.666667,0,0,0,Cl1
a1321,0,0,1,0.5,0,0,Cl1
a1322,0,0.333333,1,0.5,1,0,Cl1
a1323,0,0.666667,0.333333,1,0,0.5,Cl1
a1324,0.333333,0.666667,0.333333,0.5,0.5,0.5,Cl1
a1325,0,0,1,0,0.5,1,Cl1
a1326,0.333333,1,0,0,0.5,0,Cl1
a1327,0.333333,0.666667,0.666667,1,1,0.5,Cl2
a1328,0.333333,0.333333,1,1,0.5,1,Cl2
a1329,0,0.333333,0.666667,1,1,1,Cl2
a1330,0.666667,1,0.666667,0.5,0,0,Cl1
a1331,1,0.666667,0.666667,0,0.5,0,Cl1
a1332,0.666667,0.333333,0,0,0,1,Cl1
a1333,0.666667,0,0.666667,0,0,0,Cl1
a1334,0,0.333333,1,0.5,1,1,Cl2
a1335,0,1,1,0,1,1,Cl1
a1336,0,0.333333,1,0.5,0,0.5,Cl1
a1337,1,0.333333,0.666667,0.5,0.5,0,Cl1
a1338,0.666667,1,0,0.5,1,0,Cl1
a1339,0.333333,0.333333,1,1,1,0,Cl1
a1340,0.666667,0,1,1,0,0,Cl1
a1341,0.333333,0,0.666667,1,0.5,1,Cl2
a1342,0.666667,0,1,0,1,0,Cl1
a1343,0,0,0.666667,0.5,1,0,Cl1
a1344,0.333333,0,0.333333,0.5,1,1,Cl1
a1345,1,0.333333,1,1,0,0,Cl1
a1346,0,0,1,0,0,1,Cl1
a1347,0,0,0,1,1,0,Cl1
a1348,1,0,0.333333,1,1,1,Cl3
a1349,0.666667,0.333333,0.333333,1,1,0.5,Cl2
a1350,0.333333,0.333333,0.666667,0,0,0.5,Cl1
a1351,0,0.333333,0.666667,0.5,1,1,Cl1
a1352,0,1,0.333333,1,1,0.5,Cl2
a1353,0,0,0,1,0,0.5,Cl1
a1354,1,0.333333,1,0,0.5,1,Cl2
a1355,1,0,0.333333,0,0,0,Cl1
a1356,0,0,1,1,0.5,0,Cl1
a1357,0.666667,0.666667,0,0,1,0.5,Cl1
a1358,1,0.333333,0.333333,0.5,0,0.5,Cl1
a1359,0.666667,0.666667,0,0.5,1,0.5,Cl1
a1360,1,1,0.333333,0.5,0,0,Cl1
a1361,0.333333,0,0.333333,0,0.5,0,Cl1
a1362,0,0,1,0,0,0,Cl1
a1363,0.333333,1,1,1,0.5,1,Cl3
a1364,0.333333,0,0.333333,0.5,1,0.5,Cl1
a1365,0.666667,0.666667,0.666667,1,0,0,Cl1
a1366,0,0.666667,0.666667,1,1,1,Cl2
a1367,0.666667,0.333333,0,0,0.5,1,Cl1
a1368,1,1,0.666667,1,0,0,Cl2
a1369,0.333333,1,0.333333,1,1,1,Cl3
a1370,0.333333,0.666667,1,0.5,0.5,0.5,Cl1
a1371,0.333333,0.666667,0,1,0,0.5,Cl1
a1372,0,0.333333,0.666667,0.5,0.5,0,Cl1
a1373,0.666667,0.333333,0,0,1,1,Cl1
a1374,0,0.666667,0.666667,0.5,0.5,0.5,Cl1
a1375,0.666667,0.333333,0.333333,0,1,1,Cl1
a1376,0.333333,0,0,1,0.5,1,Cl2
a1377,0.666667,0,0.333333,0.5,0.5,0,Cl1
a1378,0.333333,0,0.666667,0,0,1,Cl1
a1379,0.333333,0.666667,0.666667,1,0.5,0.5,Cl2
a1380,1,1,0.333333,1,0.5,1,Cl3
a1381,0.333333,0.333333,1,0,1,0,Cl1
a1382,0.666667,1,1,0,1,1,Cl2
a1383,0,0,0.333333,1,0,0,Cl1
a1384,0,0.333333,0,0.5,0,0,Cl1
a1385,0.666667,0,1,0.5,0,0.5,Cl1
a1386,0.666667,0.666667,1,0.5,1,0.5,Cl2
a1387,1,1,0.333333,1,0,1,Cl3
a1388,0.333333,0.333333,0.333333,0,1,0,Cl1
a1389,1,0,1,1,0,1,Cl2
a1390,0.333333,1,1,0,0.5,0,Cl1
a1391,0.666667,0.333333,1,0,1,1,Cl1
a1392,0.333333,0.666667,0.333333,0,0,0,Cl1
a1393,0,0,0.666667,0.5,0,0.5,Cl1
a1394,0.666667,0.333333,0.666667,0.5,0.5,0.5,Cl1
a1395,0,1,1,0.5,1,1,Cl2
a1396,1,0.666667,0.666667,1,0,1,Cl3
a1397,0,0,1,0.5,0.5,0,Cl1
a1398,0.333333,0,1,0,0,0,Cl1
a1399,0.666667,0,0.666667,1,0.5,0,Cl1
a1400,0,0.666667,1,0.5,0.5,0.5,Cl1
a1401,0,0,1,0,0.5,0.5,Cl1
a1402,0.333333,0,0.666667,0,0.5,1,Cl1
a1403,0,1,0.333333,0,0.5,1,Cl1
a1404,0,0.666667,0.666667,0.5,0,0.5,Cl1
a1405,0.666667,0.666667,0,0,0.5,0,Cl1
a1406,0,0.333333,0,0.5,0,0.5,Cl1
a1407,1,0.666667,0.333333,0.5,0.5,1,Cl2
a1408,0,0,0,1,1,0.5,Cl1
a1409,0.666667,1,1,0,0.5,0.5,Cl1
a1410,0,1,1,0.5,1,0,Cl1
a1411,1,1,0.666667,0.5,1,0,Cl1
a1412,0.666667,1,0,1,0.5,1,Cl3
a1413,1,0.333333,0.666667,0,0,0,Cl1
a1414,0.333333,0.666667,0.666667,1,0.5,1,Cl3
a1415,0.666667,1,0.666667,1,0.5,0.5,Cl2
a1416,0.666667,0,0,1,1,0.5,Cl2
a1417,0,0,0,0.5,1,1,Cl1
a1418,0.333333,0,0.333333,0,0,0,Cl1
a1419,0,1,0,0,0,1,Cl1
a1420,0.666667,0.333333,0.666667,0,1,1,Cl1
a1421,1,1,1,0,0,0,Cl1
a1422,0.333333,0,0.333333,0,0.5,0.5,Cl1
a1423,0.333333,1,0.666667,1,0.5,0,Cl1
a1424,0.666667,1,0.333333,0,0.5,1,Cl2
a1425,1,0.666667,0.666667,0,1,0.5,Cl1
a1426,1,0.333333,1,0.5,1,1,Cl3
a1427,0,0.333333,1,0.5,0.5,0.5,Cl1
a1428,1,0,0.666667,1,0.5,0.5,Cl2
a1429,0.666667,0.666667,0.666667,0,0,0.5,Cl1
a1430,0.333333,0.666667,0.666667,1,0,1,Cl2
a1431,1,1,0.333333,1,1,0,Cl2
a1432,0,0.333333,0.666667,0.5,0,0.5,Cl1
a1433,0.666667,0.666667,0.666667,1,1,1,Cl3
a1434,0.333333,0.666667,1,0,0,0,Cl1
a1435,1,1,0.333333,1,0.5,0,Cl2
a1436,0.666667,0.333333,0.666667,0,0.5,1,Cl1
a1437,0,1,0.666667,1,1,0,Cl1
a1438,0.333333,0.333333,0.666667,1,1,1,Cl3
a1439,0.333333,0.666667,0,0,0,1,Cl1
a1440,1,0.333333,0,1,1,1,Cl3
a1441,0.666667,0.666667,0.333333,1,1,0,Cl1
a1442,0,0.333333,1,0.5,1,0,Cl1
a1443,0.666667,1,0.333333,0,0,0,Cl1
a1444,0,0.333333,0,1,0.5,0.5,Cl1
a1445,1,0.666667,0,1,1,0.5,Cl2
a1446,0,0.666667,1,1,0.5,1,Cl2
a1447,0,1,0,1,1,1,Cl3
a1448,0,0.666667,0.333333,0.5,1,0,Cl1
a1449,0.333333,0.666667,1,0.5,0,1,Cl2
a1450,0.333333,0,0,0,1,0,Cl1
a1451,1,0.333333,0.666667,0,0.5,0,Cl1
a1452,0.333333,0.333333,1,0,0.5,1,Cl1
a1453,0.666667,0,0.666667,0.5,0.5,0.5,Cl1
a1454,0,0,0,0,1,0.5,Cl1
a1455,0,1,0.666667,0,0.5,0.5,Cl1
a1456,0.333333,0,0.666667,0.5,0.5,1,Cl1
a1457,0.666667,0,0,0.5,1,0,Cl1
a1458,0,1,1,1,0,1,Cl2
a1459,0,0.333333,0.666667,1,0.5,1,Cl2
a1460,0.333333,1,0.666667,0,0.5,0.5,Cl1
a1461,0,1,0.666667,0.5,1,0,Cl1
a1462,0.333333,0,0,0,0,1,Cl1
a1463,0.666667,0.333333,1,1,0.5,0.5,Cl2
a1464,0,0.333333,1,0.5,0,0,Cl1
a1465,0.666667,0.333333,1,0.5,0.5,0,Cl1
a1466,0,0.666667,0,1,0.5,0,Cl1
a1467,0.666667,0.666667,1,0,0,0.5,Cl1
a1468,0.333333,1,1,1,0.5,0,Cl1
a1469,1,0,0,0.5,0.5,1,Cl2
a1470,0.666667,0,0.666667,0,1,0,Cl1
a1471,0.333333,1,0.333333,0,0.5,1,Cl1
a1472,1,0,0.666667,0.5,1,1,Cl2
a1473,0,0.666667,0,0.5,0.5,1,Cl1
a1474,0.333333,0.333333,0.333333,1,1,1,Cl2
a1475,0.666667,0.333333,0.666667,0,0,0.5,Cl1
a1476,0,0.333333,0,1,1,0,Cl1
a1477,0,0.333333,0.333333,0.5,0.5,1,Cl1
a1478,0.333333,0.666667,1,1,1,1,Cl3
a1479,0.666667,0.666667,0,1,0.5,0.5,Cl2
a1480,1,0.666667,1,1,1,0,Cl2
a1481,0.333333,0,0.333333,0.5,0.5,1,Cl1
a1482,0.333333,0.666667,0.666667,1,0.5,0,Cl1
a1483,0,0.666667,0,1,0.5,1,Cl2
a1484,0.666667,1,0.333333,1,0,0.5,Cl2
a1485,0,0,0.333333,1,1,1,Cl2
a1486,1,0,1,0,0.5,0.5,Cl1
a1487,0.333333,0.666667,0,1,1,0.5,Cl2
a1488,0.333333,1,1,0,1,0,Cl1
a1489,0,0.333333,0.333333,1,1,0,Cl1
a1490,0.333333,1,0,0,0.5,0.5,Cl1
a1491,0.666667,1,0,0,0,0,Cl1
a1492,0.333333,0.666667,0.666667,0.5,0,0,Cl1
a1493,1,0.333333,0.666667,0,0.5,1,Cl1
a1494,1,0.666667,0,1,0,0,Cl1
a1495,1,0,0.666667,1,1,1,Cl3
a1496,0.666667,0.666667,1,0,0,1,Cl1
a1497,0.666667,0.666667,0.666667,0.5,1,0,Cl1
a1498,0.333333,1,0.333333,0,0,0,Cl1
a1499,0.666667,1,0,0.5,0,1,Cl2
a1500,0.333333,1,0.333333,0.5,0.5,0.5,Cl1
a1501,0,0.333333,0.666667,0,1,1,Cl1
a1502,1,0.333333,0,1,0.5,0,Cl1
a1503,0,0,0.333333,0.5,0.5,1,Cl1
a1504,0.333333,0.666667,1,0,0.5,1,Cl1
a1505,0.666667,0,0.333333,1,1,1,Cl2
a1506,0,0.333333,0.333333,0,0.5,1,Cl1
a1507,0.333333,0.333333,0.333333,0,1,0,Cl1
a1508,0.333333,1,0.333333,0,0.5,1,Cl1
a1509,1,0,0.666667,0.5,0,1,Cl2
a1510,0,1,0.333333,0.5,1,1,Cl2
a1511,0.666667,0,0,0,1,0,Cl1
a1512,0,0.333333,0,0,1,1,Cl1
a1513,0,1,0.333333,0.5,1,0,Cl1
a1514,0.666667,0.666667,1,1,0,1,Cl3
a1515,0.666667,1,0.666667,0.5,1,1,Cl3
a1516,0.333333,0.666667,0,1,1,0,Cl1
a1517,0,1,1,1,0,0,Cl1
a1518,0,0.666667,0,1,0,0,Cl1
a1519,0.333333,0.333333,1,0.5,0.5,0.5,Cl1
a1520,0,0,0.666667,0.5,0,1,Cl1
a1521,0.333333,0.666667,0,0,1,0.5,Cl1
a1522,0,1,0.666667,0.5,1,0,Cl1
a1523,0.666667,0.666667,1,0.5,0.5,0.5,Cl1
a1524,0.333333,0,0,0.5,0,0,Cl1
a1525,1,0,0.666667,0,1,1,Cl1
a1526,1,1,0,1,0.5,0.5,Cl3
a1527,0,1,0.333333,0.5,0,1,Cl1
a1528,1,0.666667,1,0,0,1,Cl2
a1529,0.333333,0.333333,1,1,0.5,0,Cl1
a1530,1,0.333333,1,0,0.5,1,Cl2
a1531,0,0,1,0,0,0.5,Cl1
a1532,0.666667,1,0.333333,1,0,0,Cl1
a1533,0,0,0,0.5,0,0,Cl1
a1534,0,0.666667,0.666667,0.5,0,0,Cl1
a1535,1,0,0,0,0,0,Cl1
a1536,0.666667,0.333333,1,0.5,0,1,Cl2
a1537,1,0,0,1,0.5,1,Cl2
a1538,0.666667,1,0,1,0,0.5,Cl2
a1539,0.333333,1,1,0.5,0,0.5,Cl1
a1540,0.333333,1,0.333333,1,1,0,Cl1
a1541,0.666667,1,1,1,0,1,Cl3
a1542,0,1,1,0,0,0,Cl1
a1543,0,0.666667,1,1,0,0.5,Cl1
a1544,0.333333,0,1,0,1,0,Cl1
a1545,0.333333,1,1,1,0.5,1,Cl3
a1546,0.666667,0.666667,0.666667,1,0,0,Cl1
a1547,0,1,0.333333,1,1,0,Cl1
a1548,0.333333,0.666667,0,0.5,0.5,0.5,Cl1
a1549,0.666667,0.333333,0.666667,1,0,0,Cl1
a1550,0.666667,0.333333,0.333333,0,0,0.5,Cl1
a1551,0.666667,0.333333,1,0.5,0.5,1,Cl2
a1552,0.333333,0.666667,1,1,1,1,Cl3
a1553,0.333333,0.333333,0,0,0.5,0,Cl1
a1554,0,1,0.666667,0.5,0,0,Cl1
a1555,0.333333,1,0,1,0,1,Cl2
a1556,0.666667,0.333333,0.666667,0,0.5,0.5,Cl1
a1557,0.333333,1,1,1,0,1,Cl3
a1558,0.333333,1,0.333333,1,1,0.5,Cl2
a1559,0.333333,0.666667,0.333333,0,0.5,1,Cl1
a1560,1,1,0.666667,0,0,0.5,Cl1
a1561,0.333333,0.333333,0,0.5,0.5,0,Cl1
a1562,0.666667,0.666667,0,0,1,1,Cl2
a1563,0.666667,0.333333,1,0.5,1,0,Cl1
